label,text
MANIAC,8 2 8 8 4 8 2 0 8 4 0 4 0 4 2 4 8 6 0 6 0 6 2 6 4 8 0 2 2 8 0 6 8 4 0 4 3 0 3 0 2 6 0 6 0 6 2 4 2 4 0 4 0 4 2 6 4 2 0 6 4 2 0 6 4 8 2 6 4 2 4 2 6 8 0 8 4 8 2 6 4 2 0 2 6 8 2 4 4 8 6 6 6 2 4 4 4 2 6 8 1 0 3 0 8 6 2 2 2 4 8 8 8 4 8 6 2 6 2 4 8 2 8 6 6 2 8 4 4 6 2 4 6 6 6 6 4 ( 0 4 ) 0 2 6 ( 0 6 ) 0 8 4 ( 0 4 ) 0 8 6 ( 0 6 ) 0 2 8 ( 0 4 ) 0 2 6 ( 0 4 ) 0 8 4 ( 0 6 ) 0 2 B 0 0 0 4 0 2 0 6 0 6 4 6 0 2 0 4 0 4 6 4 0 2 0 6 0 8 0 4 8 6 4 8 8 8 8 4 0 2 0 6 0 6 4 6 0 8 0 4 0 4 6 4 0 8 0 6 0 2 0 4 8 6 2 6 2 6 2 6 0 2 0 3 2 4 6 4 0 2 0 3 2 4 6 4 0 2 0 7 4 9 6 4 0 4 0 4 0 4 0 6 0 8 0 3 6 4 6 4 0 8 0 3 6 4 6 4 0 6 0 1 4 3 6 4 0 4 0 4 4 4 4 6 ( 0 6 ) 0 6 0 4 A 0 8 6 4 2 ( 0 2 ) 8 B 0 2 ( 0 2 ) 0 2 0 8 B 0 1 8 9 2 B 8 A 2 ( 6 4 ) 0 0 ( 4 6 ) 
SMANIAC,8 4 4 4 6 2 2 0 8 4 0 4 8 6 2 4 8 6 0 6 2 4 8 6 8 2 4 0 0 8 2 4 0 8 2 4 0 B A 0 2 6 0 6 2 4 8 6 2 4 0 4 8 6 2 4 2 8 6 0 0 2 8 6 0 2 8 6 0 9 1 0 2 8 0 8 4 6 2 8 2 8 0 8 6 4 2 8 6 6 6 2 2 2 6 2 4 8 4 8 0 B A 0 8 2 0 2 6 4 8 2 8 2 0 2 4 6 8 2 4 4 4 8 8 8 4 8 2 0 2 0 6 8 4 0 4 ( 0 8 ) 0 6 4 ( 0 8 ) 0 6 8 ( 0 4 ) 0 2 8 ( 0 4 ) 0 2 6 ( 0 7 ) 0 3 4 ( 0 1 ) 0 9 2 ( 0 2 ) 0 8 B 0 0 0 4 ( 0 4 ) 0 4 0 6 8 4 6 ( 0 6 ) 0 6 0 4 8 6 2 ( 0 2 ) 0 2 0 8 6 4 2 2 2 8 4 4 4 4 8 ( 0 2 ) 0 2 0 4 6 4 2 ( 0 8 ) 0 8 0 6 4 6 8 ( 0 4 ) 0 2 0 6 8 4 4 ( 0 2 ) 0 6 6 ( 0 8 ) 0 4 4 ( 0 2 ) 0 6 8 8 8 8 6 ( 0 8 ) 0 4 2 2 2 2 B ( 0 A ) 0 B 4 6 4 6 4 4 4 6 8 8 8 8 A ( 0 7 ) 0 9 0 4 4 4 A ( 0 1 ) 0 3 0 6 6 6 8 ( 0 4 ) 0 2 2 ( 0 6 ) 0 8 4 0 0 0 0 ( 6 8 ) 4 0 8 4 0 4 6 2 6 8 2 6 0 6 4 8 4 2 6 6 2 2 0 6 6 2 2 0 4 4 2 2 8 8 ( 6 4 ) 0 0 ( 4 6 ) 
MANIAC,8 0 8 0 B 8 6 2 4 ( 6 4 0 6 ) 4 0 9 1 0 6 ( 4 6 0 4 ) 6 0 7 3 0 2 ( 8 2 0 8 ) 2 0 B A 0 B 0 B 0 0 ( 8 2 8 2 ) 0 6 ( 4 6 0 4 ) 6 0 4 A 0 4 ( 6 4 0 6 ) 4 0 6 A 0 8 ( 2 8 0 2 ) 8 0 B A 0 2 ( 8 2 0 6 ) 2 ( 4 2 0 8 ) 2 0 6 ( 8 4 0 8 ) 6 0 B A 0 8 ( 4 2 0 6 ) 8 0 A B 0 2 ( 4 6 0 2 ) 8 ( 0 4 ) 0 6 2 8 0 0 0 0 9 1 0 6 ( 0 6 ) 0 6 0 4 8 0 4 ( 0 4 ) 0 4 0 6 8 4 6 ( 0 6 ) 0 6 0 8 B 0 4 ( 0 4 ) 0 4 0 ( 2 8 ) 2 0 4 ( 0 2 ) 0 6 0 6 A 4 6 ( 0 8 ) 0 4 0 4 A 6 8 ( 0 B ) 0 8 0 6 8 4 2 ( 0 B ) 0 2 0 4 6 2 B 0 0 0 0 0 0 A B 0 0 0 0 0 0 A B 0 8 0 4 0 6 0 2 0 0 0 0 ( 4 6 ) 4 0 4 ( 6 4 0 6 ) 4 0 9 1 0 6 ( 4 6 0 4 ) 6 0 7 3 0 ( 6 4 ) 0 0 0 ( 6 4 ) 0 0 0 2 ( 8 2 0 8 ) 2 0 ( 6 4 6 4 ) 0 8 ( 4 2 0 6 ) 8 0 B B 0 8 ( 6 2 0 4 ) 8 0 A A 0 ( 2 8 ) 0 0 0 ( 2 8 ) 0 0 0 8 0 8 0 8 0 8 0 2 0 2 0 2 0 2 0 8 ( 2 8 0 4 ) 8 0 ( 6 4 ) 6 0 8 ( 2 8 0 6 ) 8 0 ( 4 6 ) 4 0 2 ( 4 6 0 8 ) 4 0 ( 6 2 ) 4 0 ( 8 2 ) 0 0 0 0 ( 4 2 ) 6 0 8 ( 6 2 0 4 ) 8 0 ( 6 2 ) 6 0 8 ( 4 2 0 6 ) 8 0 ( 4 8 ) 4 0 8 ( 4 2 0 6 ) 8 0 ( 2 4 ) 8 0 8 0 6 0 2 0 4 0 6 8 4 2 4 8 6 2 6 ( 4 6 0 4 ) 6 8 
SMANIAC,8 0 8 0 B 8 6 2 4 ( 6 4 0 6 ) 4 0 9 1 0 6 ( 4 6 0 4 ) 6 0 7 3 0 2 ( 8 2 0 8 ) 2 0 B A 0 B 0 B 0 0 ( 8 2 8 2 ) 0 6 ( 4 6 0 4 ) 6 0 4 A 0 4 ( 6 4 0 6 ) 4 0 6 A 0 8 ( 2 8 0 2 ) 8 0 B A 0 2 ( 8 2 0 6 ) 2 ( 4 2 0 8 ) 2 0 6 ( 8 4 0 8 ) 6 0 B A 0 8 ( 4 2 0 6 ) 8 0 A B 0 2 ( 4 6 0 2 ) 8 ( 0 4 ) 0 6 2 8 0 0 0 0 9 1 0 6 ( 0 6 ) 0 6 0 4 8 0 4 ( 0 4 ) 0 4 0 6 8 4 6 ( 0 6 ) 0 6 0 8 B 0 4 ( 0 4 ) 0 4 0 ( 2 8 ) 2 0 4 ( 0 2 ) 0 6 0 6 A 4 6 ( 0 8 ) 0 4 0 4 A 6 8 ( 0 B ) 0 8 0 6 8 4 2 ( 0 B ) 0 2 0 4 6 2 B 0 0 0 0 0 0 A B 0 0 0 0 0 0 A B 0 8 0 4 0 6 0 2 0 0 0 0 ( 4 6 ) 4 0 4 ( 6 4 0 6 ) 4 0 9 1 0 6 ( 4 6 0 4 ) 6 0 7 3 0 8 0 4 0 2 0 6 0 2 ( 8 2 0 8 ) 2 0 ( 6 4 6 4 ) 0 8 ( 4 2 0 6 ) 8 0 B B 0 8 ( 6 2 0 4 ) 8 0 A A 0 8 0 4 0 2 0 6 0 8 0 8 0 8 0 8 0 2 0 2 0 2 4 2 6 8 ( 2 8 0 4 ) 8 0 ( 6 4 ) 6 0 8 ( 2 8 0 6 ) 8 0 ( 4 6 ) 4 0 2 ( 4 6 0 8 ) 4 0 ( 6 2 ) 4 0 8 0 0 0 0 ( 4 2 ) 6 0 8 ( 6 2 0 4 ) 8 0 ( 6 2 ) 6 0 8 ( 4 2 0 6 ) 8 0 ( 4 8 ) 4 0 8 ( 4 2 0 6 ) 8 0 ( 2 4 ) 8 0 8 0 6 0 2 0 4 0 6 8 4 2 4 8 6 2 6 0 ( 0 4 6 4 ) 8 
ANOTHER,8 0 0 0 0 2 6 4 6 0 0 0 0 8 4 6 2 8 0 0 0 0 0 0 0 8 0 8 0 8 0 0 0 2 0 0 0 2 0 0 0 4 0 6 0 4 0 0 8 4 2 6 4 0 0 0 6 0 6 0 6 0 2 0 9 0 6 0 2 0 4 0 7 0 6 0 2 0 4 0 A 0 6 0 2 0 4 0 9 0 0 0 1 0 0 0 7 0 4 0 2 0 6 0 A 0 4 0 2 0 6 0 9 0 0 0 0 0 0 0 B 0 A 0 B 0 A 0 4 0 2 0 8 0 8 6 4 0 2 0 8 0 4 0 6 0 2 0 8 0 8 4 6 0 2 0 4 0 0 0 6 0 8 0 4 0 4 2 6 0 8 0 4 0 2 0 6 0 2 0 4 0 8 0 6 0 0 0 1 0 3 0 4 0 4 0 4 0 4 0 6 0 6 0 6 0 6 0 4 4 0 0 4 4 0 0 6 6 0 0 6 6 0 0 8 0 8 0 8 0 8 0 2 0 2 0 2 0 2 0 4 4 0 0 6 6 0 0 8 8 8 0 2 0 0 0 4 0 6 0 4 2 6 0 0 4 0 4 0 4 0 0 6 2 2 0 4 8 8 0 0 6 0 6 0 6 0 0 8 0 4 0 8 6 4 0 0 2 0 2 0 2 0 0 8 4 6 0 8 4 6 0 4 4 6 6 8 0 2 0 { 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 6 0 0 0 0 0 0 0 4 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 } 6 0 2 0 4 0 8 0 3 0 4 0 8 0 6 0 1 0 8 0 6 0 2 0 7 0 0 0 3 0 0 0 4 0 2 0 6 0 8 0 1 0 6 0 8 0 4 0 2 0 0 0 0 0 0 0 B 0 A 0 B 0 A 0 4 0 8 0 6 0 2 4 8 0 6 0 2 0 4 0 6 0 8 0 4 0 2 6 8 0 4 0 2 0 0 0 8 0 2 0 4 0 6 2 4 0 6 0 4 0 8 0 6 0 4 0 2 0 6 0 4 2 0 0 6 8 0 0 2 8 0 0 6 4 0 0 0 0 2 
MANIAC,4 0 8 0 6 0 2 0 8 0 4 0 6 6 2 0 4 0 2 0 6 0 2 0 8 6 2 0 8 4 6 0 2 0 4 0 2 0 6 0 8 8 6 0 4 2 0 0 6 4 2 0 8 2 0 0 8 0 8 0 2 0 2 0 8 0 6 0 4 0 2 0 6 0 0 0 4 0 0 0 8 6 2 8 4 0 2 0 6 0 6 0 4 2 0 0 8 0 6 0 0 0 6 0 2 0 4 0 0 0 4 0 6 8 2 4 6 2 8 0 2 0 B 0 8 4 6 0 4 6 8 0 6 2 0 0 8 4 2 0 6 2 0 0 4 2 4 0 8 6 8 0 2 4 2 0 6 8 6 0 8 0 4 0 6 2 8 4 6 0 6 0 2 0 B 0 8 0 2 0 6 0 8 0 A 0 4 0 6 8 2 0 4 6 8 6 4 0 2 0 6 6 2 0 4 4 2 0 6 0 4 0 8 0 B 0 2 0 8 4 6 0 2 8 4 0 6 0 2 2 6 4 8 0 A 0 2 6 4 8 2 2 6 4 2 0 B 0 2 6 4 6 A 0 B 0 8 8 2 0 2 6 4 0 6 8 2 4 2 8 6 4 A 0 0 0 2 0 4 8 2 0 B 0 4 2 0 0 A 0 2 0 6 8 6 4 2 0 3 0 4 6 4 0 8 0 2 0 6 4 2 0 8 8 4 0 6 6 2 0 4 4 6 2 8 4 2 0 6 0 2 0 4 0 2 0 6 0 8 0 4 0 2 0 8 0 B 0 6 2 0 0 8 4 2 0 8 6 2 0 6 0 6 0 4 0 6 0 0 0 8 0 0 0 A 
MANIAC,2 0 2 0 0 0 0 0 6 4 8 2 6 0 6 0 2 0 4 0 2 0 8 0 6 4 8 0 8 0 0 0 2 6 8 0 0 0 8 2 8 2 4 6 2 0 2 8 4 6 2 0 8 0 8 2 6 0 4 0 8 0 6 0 2 0 4 0 6 6 6 0 2 4 4 2 8 6 2 8 2 0 6 0 4 8 6 2 0 6 0 4 0 6 2 0 A 0 0 0 6 0 4 0 8 6 2 0 8 4 2 0 4 4 2 0 6 6 2 0 4 0 6 0 8 4 2 0 6 8 2 4 6 2 8 0 2 2 2 0 8 0 8 0 6 0 2 0 4 0 2 0 6 2 4 0 8 4 2 0 6 0 6 2 4 0 4 2 6 6 2 8 4 4 2 8 6 0 2 0 0 0 2 0 6 0 2 0 8 4 2 0 6 0 2 0 2 0 4 0 6 0 8 0 6 4 2 4 B 0 A 0 0 0 7 0 6 2 0 0 4 0 2 0 A 0 B 0 0 0 3 0 4 2 0 0 6 6 4 0 8 2 
MANIAC,8 0 8 0 6 0 6 0 6 0 6 0 4 0 4 { 0 0 6 0 0 0 0 0 } 2 0 2 0 6 0 2 { 0 0 6 0 0 0 0 0 } 4 0 2 { 0 0 4 0 0 0 0 0 } 6 0 2 { 0 0 6 0 0 0 0 0 } 4 0 6 0 4 0 8 { 0 0 4 0 0 0 0 0 } 6 0 8 { 0 0 6 0 0 0 0 0 } 4 0 8 { 0 0 4 0 0 0 0 0 } 6 0 4 0 8 { 0 0 4 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 0 8 { 0 0 2 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 0 0 0 0 0 2 0 8 { 0 0 6 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 0 2 { 0 0 8 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 0 0 0 0 0 A 0 8 { 0 0 4 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 0 0 0 0 2 { 0 0 6 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 0 0 4 { 0 0 4 0 0 0 0 0 } 0 0 6 { 0 0 6 0 0 0 0 0 } 0 0 4 0 8 ! 8 0 0 0 2 0 A 0 8 0 2 0 4 0 8 0 2 { 0 0 6 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 0 0 0 A 0 6 { 0 0 4 0 0 0 0 0 } 0 0 2 0 4 0 7 0 2 0 3 0 7 ! 4 0 2 0 7 0 2 0 [ 4 0 8 ] { 0 0 4 0 0 0 0 0 } [ 8 0 2 ] { 0 0 8 0 0 0 0 0 } [ 2 0 6 ] { 0 0 2 0 0 0 0 0 } [ 6 0 4 ] { 0 0 6 0 0 0 0 0 } 4 0 6 0 4 0 6 0 8 0 2 0 B 0 B 0 8 ! 8 0 A ! 2 0 3 ! 6 0 B ! 4 0 7 ! 8 0 2 0 7 0 8 0 4 0 6 { 0 0 2 0 0 0 0 0 } 0 0 8 { 0 0 4 0 0 0 0 0 } 0 0 0 0 0 0 0 0 6 ! 6 0 9 ! 8 0 A 0 4 { 0 0 8 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 0 8 { 0 0 2 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 0 0 0 4 { 0 0 4 0 0 0 0 0 } 0 0 2 0 8 0 4 ! 4 0 B ! 6 0 B 0 6 { 0 0 2 0 0 0 0 0 } 0 { 0 0 6 0 0 0 0 0 } 0 { 0 0 4 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 0 0 2 ! 2 0 3 ! 6 0 B ! 4 0 1 0 6 ! 6 0 3 0 4 0 6 { 0 0 4 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 4 { 0 0 6 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 6 { 0 0 4 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 4 { 0 0 6 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 6 { 0 0 4 0 0 0 0 0 } 0 { 0 0 2 0 0 0 0 0 } 4 { 0 0 6 0 0 0 0 0 } 2 0 6 0 4 0 8 { 0 0 4 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 4 { 0 0 6 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 6 { 0 0 4 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 4 { 0 0 6 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 6 { 0 0 4 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 4 { 0 0 6 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 6 { 0 0 4 0 0 0 0 0 } [ 8 0 4 ] { 0 0 8 0 0 0 0 0 } [ 2 0 6 ] { 0 0 2 0 0 0 0 0 } 6 0 4 0 A 0 6 { 0 0 4 0 0 0 0 0 } 0 0 0 0 8 ! 8 0 2 0 4 0 A 0 6 0 4 0 [ 6 0 2 ] 0 0 0 4 { 0 0 2 0 0 0 0 0 } 0 { 0 0 8 0 0 0 0 0 } 0 0 2 0 B 0 4 { 0 0 6 0 0 0 0 0 } 0 0 0 0 2 ! 2 0 8 0 6 0 A 0 6 0 4 0 8 ! 8 0 A ! 2 0 3 0 4 0 [ 8 0 4 ] { 0 0 8 0 0 0 0 0 } [ 2 0 6 ] { 0 0 2 0 0 0 0 0 } 6 0 4 ! 4 0 0 0 4 
ANOTHER,7 ! 7 0 0 0 0 0 8 0 6 0 6 0 2 0 8 0 8 ! 8 0 0 0 0 0 8 0 6 0 6 0 2 0 1 0 8 0 4 0 2 0 4 0 6 0 4 0 2 0 2 0 4 6 8 0 2 0 8 0 4 ! 4 0 8 0 8 0 1 0 8 4 6 0 2 0 4 0 8 6 4 0 2 0 4 0 6 4 8 0 6 0 8 0 4 6 2 0 4 0 6 0 6 4 2 8 6 0 4 0 8 0 4 6 2 8 8 0 4 6 8 2 4 6 6 0 4 ! 4 0 8 0 6 0 1 0 8 4 6 0 4 0 4 0 8 4 2 0 2 0 6 ! 6 0 B 0 6 0 2 0 8 0 8 0 2 0 4 ! 4 0 B 0 8 2 4 0 6 0 4 0 2 4 6 0 4 0 8 0 2 0 6 ! 6 0 B 0 2 0 8 0 6 0 4 0 B 0 6 4 6 0 4 2 8 0 6 0 2 0 8 0 4 0 9 0 4 0 6 0 2 0 9 ! 8 0 8 0 4 0 6 0 2 0 8 0 8 ! 8 0 2 ! 2 0 0 0 A 0 B 0 A 0 6 4 8 0 2 0 6 0 4 6 8 0 2 0 4 0 6 4 2 0 8 0 B 0 6 2 8 0 4 0 2 0 4 8 2 6 8 2 4 0 6 4 2 8 6 0 2 0 8 4 6 4 2 0 4 0 8 0 4 6 2 8 8 0 4 6 8 2 4 6 6 0 4 ! 4 0 8 0 6 0 1 0 8 4 6 4 2 0 4 0 8 0 4 6 2 8 4 0 6 ! 6 0 8 ! 8 0 0 0 6 0 6 ! 6 0 0 0 6 0 8 
MANIAC,7 ! 7 0 0 0 0 0 8 0 6 0 6 0 2 0 8 0 8 ! 8 0 0 0 0 0 8 0 6 0 6 0 2 0 1 0 8 4 6 0 2 0 6 0 8 6 4 0 2 0 2 0 4 8 4 0 2 0 2 0 4 ! 4 0 8 0 8 0 7 0 6 2 8 0 4 0 2 0 8 6 4 6 2 8 2 0 6 ( 4 8 0 2 ) 6 2 0 8 0 8 4 6 2 6 2 8 0 4 ( 6 2 0 8 ) 4 8 0 2 0 ( 8 4 ) 8 4 6 2 8 2 0 6 ( 4 8 0 2 ) 6 2 0 8 0 4 ! 4 0 8 0 8 0 7 0 2 0 4 ! 4 0 B 0 2 0 8 0 2 6 4 0 6 ! 6 0 B 0 4 0 2 0 8 ! 8 0 9 0 2 0 4 ! 4 0 B 0 4 2 8 0 2 0 A 0 6 8 2 0 4 ! 4 0 7 0 2 0 6 ! 6 0 B 0 2 0 8 0 6 ! 6 0 B 0 B 0 4 2 8 6 8 2 4 0 4 0 2 0 8 0 4 0 9 0 4 0 6 0 2 0 9 ! 8 0 8 0 4 0 6 0 2 0 8 0 8 ! 8 0 2 ! 2 0 0 0 A 0 B 0 A 0 6 0 4 0 6 0 8 ! 8 0 6 0 9 0 2 0 8 0 4 6 2 0 8 0 2 0 ( 8 4 ) 8 4 6 2 8 2 0 6 4 8 0 2 0 8 0 ( 6 4 0 2 ) 2 8 6 4 2 0 4 6 2 8 4 6 4 0 6 8 2 4 2 8 6 0 6 ( 4 2 0 8 ) 6 2 0 6 0 4 ! 4 0 8 0 8 0 7 0 6 4 8 2 6 0 4 0 ( 8 4 ) 8 4 6 2 8 2 0 6 ! 6 0 2 ! 2 0 0 0 3 0 9 ! 9 0 0 0 6 0 8 
MANIAC,4 ( 0 4 ) 8 0 4 0 ( 2 8 ) 0 6 0 8 0 6 4 ( 2 8 ) 0 6 ( 0 6 ) 8 0 6 0 ( 2 8 ) 0 4 0 2 0 ( 4 6 ) 0 2 8 4 0 8 0 4 0 6 0 4 ! 4 0 8 0 2 0 1 0 4 2 8 0 4 0 9 0 2 4 6 0 4 0 1 0 6 4 8 0 4 0 6 0 4 ! 4 0 8 0 6 0 1 0 8 6 4 0 6 0 8 0 B ! B 0 0 0 0 0 0 0 6 0 8 0 8 0 1 0 B 0 8 0 6 0 4 0 2 4 6 8 2 4 6 0 8 0 4 0 6 0 2 0 6 4 8 2 6 4 2 0 8 0 4 0 2 0 8 0 6 4 8 0 8 0 4 0 6 ! 6 0 8 0 2 0 8 0 4 0 8 0 8 0 B 0 6 0 4 2 8 0 2 8 2 8 6 0 ( 4 2 ) 0 4 0 6 0 8 0 6 4 4 8 2 8 4 6 2 0 8 0 8 0 4 6 6 2 6 0 ( 4 8 ) 0 2 ! 2 0 6 0 A 0 2 0 4 8 4 2 8 6 8 2 2 0 4 4 6 0 8 2 4 6 2 6 8 2 2 0 4 6 2 0 8 0 2 0 A 0 6 0 A 0 4 6 2 0 4 0 2 8 2 4 6 8 2 0 4 0 6 0 B 0 4 0 A 0 2 0 4 0 6 ! 6 2 ( 0 2 ) 0 0 2 B ! 4 0 8 0 8 0 6 0 2 ! 2 0 0 0 0 0 0 0 1 0 ( 6 6 ) 0 ( 4 4 ) 0 ( 8 8 ) 0 ( 4 4 ) 0 ( 6 6 ) 0 ( 2 2 ) 0 ( 6 6 ) 0 ( 4 4 ) 0 6 0 8 0 6 0 4 0 B 
ANOTHER,B ! B 0 0 0 6 0 0 8 8 ! 8 0 0 0 7 0 0 4 B ! B 0 0 0 4 0 0 2 2 ! 2 0 0 0 3 0 0 8 A ! A 0 0 0 8 0 0 6 6 ! 6 0 0 0 3 0 0 2 A ! A 0 0 0 2 0 0 4 4 ! 4 0 0 0 7 0 0 4 8 0 4 0 6 0 2 8 2 0 6 0 4 0 2 4 6 0 0 0 4 0 4 8 2 ! 2 0 0 0 6 0 3 0 4 0 2 0 0 0 8 6 4 ! 4 0 6 0 1 0 0 8 6 ! 6 0 4 0 3 ! 2 0 0 0 A 0 2 0 8 0 2 8 B ! B 0 0 0 0 0 B 2 A ! A 0 0 0 0 0 A 6 4 ! 4 0 0 0 2 0 B 6 8 0 0 6 8 0 6 4 2 ! 2 0 0 0 1 0 0 8 4 0 4 ! 4 0 2 0 B 2 8 0 0 0 0 0 2 6 4 ! 4 0 0 6 B ! 6 0 0 2 3 ! 2 0 0 0 3 0 4 8 2 0 8 0 4 0 6 0 A ! A 0 0 0 A 0 4 0 A ! 2 0 0 6 3 ! 6 0 0 8 9 ! 8 0 8 0 2 0 8 6 B ! 6 0 0 0 9 0 2 0 B ! 4 0 0 0 2 0 7 0 B ! 6 0 0 8 9 ! 8 0 0 6 9 ! 6 0 0 0 0 0 4 0 0 0 4 0 6 0 4 6 4 ! 4 0 8 0 6 0 4 6 8 0 2 4 6 0 0 2 6 ! 6 0 0 0 B ! 4 0 0 0 1 0 8 6 8 6 8 6 B ! B 0 0 0 B 0 2 6 4 0 8 4 8 4 8 4 2 ! 2 0 0 0 1 0 6 4 8 0 2 0 8 0 2 6 8 ! 8 0 0 0 6 0 A 6 4 0 6 4 2 0 8 6 8 0 2 4 6 ! 6 0 3 4 6 0 4 2 4 0 8 2 6 0 6 ! 6 0 0 0 B 6 2 0 2 6 4 0 B 0 4 0 2 0 4 0 2 8 6 0 6 8 2 0 4 8 2 ! 2 0 0 0 0 0 0 0 6 ! 6 0 0 0 6 0 2 6 4 0 0 4 2 0 0 8 6 0 0 6 2 0 0 2 6 0 0 6 2 0 0 2 8 ! 8 0 0 4 4 0 0 4 7 0 0 6 8 0 0 2 4 0 0 4 2 0 0 8 6 0 0 4 B 0 0 0 B ! B 0 0 0 0 0 0 0 B 
MANIAC,B ! B 0 0 0 6 0 0 8 8 ! 8 0 0 0 7 0 0 4 B ! B 0 0 0 4 0 0 2 2 ! 2 0 0 0 3 0 0 8 A ! A 0 0 0 8 0 0 6 6 ! 6 0 0 0 3 0 0 2 A ! A 0 0 0 2 0 0 4 4 ! 4 0 0 0 7 0 0 4 A 0 4 2 4 ! 4 0 1 8 2 ! 2 0 1 6 4 6 2 6 4 ! 4 0 4 6 6 4 4 8 2 ! 2 0 0 6 6 0 3 8 6 ! 6 0 3 ! 2 0 0 0 A 6 4 ! 4 0 6 6 1 0 2 8 6 ! 6 0 4 0 3 ! 2 0 0 8 A 0 2 6 8 0 2 8 6 ! 6 0 4 ! 4 0 0 0 B 2 A ! A 0 0 0 0 0 A 6 4 ! 4 0 6 0 2 ! 2 0 1 2 4 0 6 4 8 4 6 4 2 ! 2 0 0 4 1 0 0 8 7 ! 8 0 7 ! 4 0 2 0 B 2 8 ! 8 0 0 0 8 0 2 8 4 ! 4 0 0 6 B ! 6 0 0 2 3 0 4 6 4 8 4 8 2 ! 2 0 8 0 2 0 6 4 8 ! 8 0 2 ! 2 0 A 0 4 4 A ! A 0 8 6 3 ! 6 0 0 8 9 0 0 4 2 4 8 4 6 ! 6 0 0 0 9 ! 8 0 8 6 4 ! 4 0 2 ! 2 0 2 0 7 4 6 ! 6 0 0 8 9 ! 8 0 0 6 9 ! 6 0 0 0 0 0 4 0 0 0 4 ! 4 0 6 0 4 0 0 ( 0 4 ) 6 4 8 4 6 4 2 0 2 4 6 ! 6 0 6 2 0 ( 0 4 ) 6 4 8 4 6 4 2 0 2 4 6 ! 6 0 6 4 6 ! 6 0 4 ! 4 0 B 0 2 6 4 0 8 4 8 4 8 4 6 ! 6 0 3 ! 2 0 3 0 4 8 2 0 2 0 8 0 8 4 8 ! 8 0 0 0 4 0 A 6 4 ! 4 0 B 6 2 0 2 6 2 0 8 4 6 ! 6 0 3 6 4 0 4 2 1 0 8 2 A 0 B ! 6 0 0 0 B 6 B 0 2 6 B 0 6 2 6 0 2 6 4 ! 4 0 1 8 6 0 6 8 2 0 4 8 2 ! 2 0 0 0 0 0 2 0 ( 4 6 2 6 4 6 8 6 4 6 2 6 ) 4 6 4 0 8 4 2 0 4 8 4 0 8 4 2 0 4 2 4 0 8 4 8 0 0 2 2 ! 2 0 0 6 6 0 0 8 A 0 2 6 8 0 6 2 6 0 8 6 2 0 6 8 6 0 0 4 6 0 0 0 B ! B 0 0 0 0 0 0 0 B 
